Id,Cycle,Population,Group,DiseaseStage,Scr,Probability,Dgeneral,DProgExits,DProgEntries,D Treatment,SWIDU dynamics,CondomUse,Partnerships,PropMaleCirc
15,0,347375.75,Gen Pop Women,Early,0.0013782534047276122,0.02075,-31263.817499999997,0.5,69475.15000000001,0.0,-96.26522649999998,0.30000000000000004,1.5,0
16,0,277900.60000000003,Gen Pop Women,Med,0.0012404280642548508,0.016600000000000004,-38906.08400000001,0.2,86843.9375,0.0,-77.0121812,0.30000000000000004,1.5,0
17,0,277900.60000000003,Gen Pop Women,Late,0.0022052054475641797,0.016600000000000004,-52801.11400000001,0.2,27790.060000000005,-13895.030000000002,-77.0121812,0.30000000000000004,1.5,0
18,0,222320.48000000004,Gen Pop Women,Adv,0.00551301361891045,0.013280000000000002,-53356.91520000001,0.5,27790.060000000005,-9726.521000000002,-61.60974496,0.30000000000000004,1.5,0
19,0,97265.21,Gen Pop Women,AIDS,0.002411943458273321,0.00581,-25775.280650000004,0.0,55580.12000000001,-3821.13325,-26.95426342,0.30000000000000004,1.5,0
20,0,0.0,Gen Pop Women,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0
21,0,0.0,Gen Pop Women,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0
22,0,0.0,Gen Pop Women,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0
23,0,0.0,Gen Pop Women,Late Tx,0.0,0.0,0.0,0.1,0.0,13895.030000000002,0.0,0.30000000000000004,1.5,0
24,0,55580.12000000001,Gen Pop Women,Adv Tx,6.891267023638068e-05,0.0033200000000000005,-4446.409600000001,0.1,0.0,9726.521000000002,-15.40243624,0.30000000000000004,1.5,0
25,0,41685.090000000004,Gen Pop Women,AIDS Tx,5.1684502677285486e-05,0.00249,-3960.0835500000003,0.0,2779.0060000000008,3821.13325,-11.55182718,0.30000000000000004,1.5,0
26,0,26785.600000000002,SW Women,Uninfected,0.0,0.4,-1071.4240000000002,0,0.0,0.0,4538.4851,0.66,120.0,0
27,0,2008.92,SW Women,Acute,0.023775360000000002,0.030000000000000002,-80.3568,2.0,7751.503801776001,0.0,15.820245,0.66,120.0,0
28,0,10044.6,SW Women,Early,0.0594384,0.15,-904.014,0.5,2008.92,0.0,79.10122499999999,0.66,120.0,0
29,0,8035.68,SW Women,Med,0.053494560000000003,0.12000000000000001,-1124.9952,0.2,2511.15,0.0,63.28098,0.66,120.0,0
30,0,8035.68,SW Women,Late,0.09510144000000001,0.12000000000000001,-1526.7792000000002,0.2,803.5680000000001,-401.78400000000005,63.28098,0.66,120.0,0
31,0,6428.544000000001,SW Women,Adv,0.23775360000000004,0.09600000000000002,-1542.8505600000003,0.5,803.5680000000001,-281.2488000000001,50.624784000000005,0.66,120.0,0
32,0,2812.488,SW Women,AIDS,0.10401719999999999,0.041999999999999996,-745.30932,0.0,1607.1360000000002,-110.4906,22.148342999999997,0.66,120.0,0
33,0,0.0,SW Women,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0
34,0,0.0,SW Women,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0
35,0,0.0,SW Women,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0
36,0,0.0,SW Women,Late Tx,0.0,0.0,0.0,0.1,0.0,401.78400000000005,0.0,0.66,120.0,0
37,0,1607.1360000000002,SW Women,Adv Tx,0.002971920000000003,0.024000000000000004,-128.57088000000002,0.1,0.0,281.2488000000001,12.656196000000001,0.66,120.0,0
38,0,1205.352,SW Women,AIDS Tx,0.0022289400000000017,0.018000000000000002,-114.50844000000001,0.0,80.35680000000002,110.4906,9.492147000000001,0.66,120.0,0
39,0,835589.5,MSM,Uninfected,0.0,0.961,6104.111750000011,0,0.0,0.0,0.0,0.49,3.0,0
40,0,1695.525,MSM,Acute,0.000784836,0.0019500000000000001,-67.821,2.0,7982.324398755284,0.0,0.0,0.49,3.0,0
41,0,8477.625,MSM,Early,0.00196209,0.00975,-762.9862499999999,0.5,1695.525,0.0,0.0,0.49,3.0,0
42,0,6782.1,MSM,Med,0.0017658810000000002,0.0078000000000000005,-949.4940000000001,0.2,2119.40625,0.0,0.0,0.49,3.0,0
43,0,6782.1,MSM,Late,0.003139344,0.0078000000000000005,-1288.5990000000002,0.2,678.21,-339.105,0.0,0.49,3.0,0
44,0,5425.68,MSM,Adv,0.007848360000000002,0.006240000000000001,-1302.1632000000002,0.5,678.21,-237.37350000000004,0.0,0.49,3.0,0
45,0,2373.735,MSM,AIDS,0.0034336575000000003,0.0027300000000000002,-629.0397750000001,0.0,1356.42,-93.25387500000002,0.0,0.49,3.0,0
46,0,0.0,MSM,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.49,3.0,0
47,0,0.0,MSM,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.49,3.0,0
48,0,0.0,MSM,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.49,3.0,0
49,0,0.0,MSM,Late Tx,0.0,0.0,0.0,0.1,0.0,339.105,0.0,0.49,3.0,0
50,0,1356.42,MSM,Adv Tx,9.81045000000001e-05,0.0015600000000000002,-108.51360000000001,0.1,0.0,237.37350000000004,0.0,0.49,3.0,0
51,0,1017.315,MSM,AIDS Tx,7.357837500000007e-05,0.00117,-96.644925,0.0,67.82100000000001,93.25387500000002,0.0,0.49,3.0,0
52,0,40957.2,IDU,Uninfected,0.0,0.6,3866.998680000003,0,0.0,0.0,1577.8917700000002,0.19999999999999996,4.5,0
53,0,1365.2400000000002,IDU,Acute,0.015283200000000004,0.020000000000000004,-81.91440000000001,2.0,6528.340128240001,0.0,5.9209465,0.19999999999999996,4.5,0
54,0,6826.200000000001,IDU,Early,0.06460800000000001,0.1,-750.8820000000002,0.5,1365.2400000000002,0.0,29.6047325,0.19999999999999996,4.5,0
55,0,5460.960000000001,IDU,Med,0.05286720000000002,0.08000000000000002,-873.7536000000001,0.2,1706.5500000000002,0.0,23.683786,0.19999999999999996,4.5,0
56,0,5460.960000000001,IDU,Late,0.061132800000000015,0.08000000000000002,-1146.8016000000002,0.2,546.0960000000001,-273.04800000000006,23.683786,0.19999999999999996,4.5,0
57,0,4368.768000000001,IDU,Adv,0.08102400000000003,0.06400000000000002,-1135.8796800000002,0.5,546.0960000000001,-191.13360000000006,18.947028800000002,0.19999999999999996,4.5,0
58,0,1911.3360000000002,IDU,AIDS,0.03544800000000001,0.028000000000000004,-544.7307600000001,0.0,1092.1920000000002,-75.08820000000001,8.2893251,0.19999999999999996,4.5,0
59,0,0.0,IDU,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.19999999999999996,4.5,0
60,0,0.0,IDU,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.19999999999999996,4.5,0
61,0,0.0,IDU,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.19999999999999996,4.5,0
62,0,0.0,IDU,Late Tx,0.0,0.0,0.0,0.1,0.0,273.04800000000006,0.0,0.19999999999999996,4.5,0
63,0,1092.1920000000002,IDU,Adv Tx,0.004814400000000002,0.016000000000000004,-109.21920000000003,0.1,0.0,191.13360000000006,4.7367572000000004,0.19999999999999996,4.5,0
64,0,819.1440000000001,IDU,AIDS Tx,0.0036108000000000012,0.012000000000000002,-94.20156000000001,0.0,54.609600000000015,75.08820000000001,3.5525679,0.19999999999999996,4.5,0
65,1,16141508.129276922,Gen Pop Men,Uninfected,0.0,0.9296126266505661,143330.863948473,0,0.0,0.0,-802.2905564252349,0.30000000000000004,1.5,0.0
66,1,322151.69194088073,Gen Pop Men,Acute,0.0045243547838464925,0.018553178434542072,-12886.06767763523,2.0,292429.79141877807,0.0,-15.333302996075238,0.30000000000000004,1.5,0.0
67,1,228057.409269,Gen Pop Men,Early,0.0035317114383639253,0.013134153609423315,-20525.16683421,0.5,322151.69194088073,0.0,-10.71123693555,0.30000000000000004,1.5,0.0
68,1,227529.5024152,Gen Pop Men,Med,0.0039601421696049965,0.013103750695825808,-31854.130338128,0.2,57014.35231725,0.0,-10.68391381844,0.30000000000000004,1.5,0.0
69,1,161230.1274152,Gen Pop Men,Late,0.004996849150990676,0.009285474507168224,-30633.724208888,0.2,22752.95024152,-7796.30887076,-7.57373106844,0.30000000000000004,1.5,0.0
70,1,100342.77193216002,Gen Pop Men,Adv,0.009733528024262111,0.005778884292234505,-24082.265263718407,0.5,16123.01274152,-3908.662809532001,-4.715385906752001,0.30000000000000004,1.5,0.0
71,1,94088.58959532,Gen Pop Men,AIDS,0.009092345139974478,0.005418696952666386,-24933.4762427598,0.0,25085.692983040004,-3858.4867769589996,-4.4173896759539995,0.30000000000000004,1.5,0.0
72,1,0.0,Gen Pop Men,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
73,1,0.0,Gen Pop Men,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
74,1,0.0,Gen Pop Men,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
75,1,10607.900000000001,Gen Pop Men,Late Tx,1.634722875979011e-05,0.0006109241901852134,-742.5530000000002,0.1,0.0,7796.30887076,-0.4976292400000001,0.30000000000000004,1.5,0.0
76,1,44339.03148304001,Gen Pop Men,Adv Tx,0.00021438853842521103,0.0025535484782447885,-3547.1225186432007,0.1,530.3950000000001,3908.662809532001,-2.0820435472880003,0.30000000000000004,1.5,0.0
77,1,33837.70811228,Gen Pop Men,AIDS Tx,0.00016360108376199718,0.0019487621891437778,-3214.5822706666,0.0,2216.9515741520004,3858.4867769589996,-1.588902268666,0.30000000000000004,1.5,0.0
78,1,15419671.87943371,Gen Pop Women,Uninfected,0.0,0.923415738109583,172204.31394220155,0,0.0,0.0,-5339.436052046585,0.30000000000000004,1.5,0.0
79,1,100215.98528698969,Gen Pop Women,Acute,0.0033565274199789654,0.006001490741679989,-4008.6394114795876,2.0,108106.52822936545,0.0,-15.664606333264185,0.30000000000000004,1.5,0.0
80,1,298646.8797735,Gen Pop Women,Early,0.0011881332105779176,0.017884636656114002,-26878.219179615,0.5,100215.98528698969,0.0,-82.55985647625,0.30000000000000004,1.5,0.0
81,1,297971.38131880003,Gen Pop Women,Med,0.0013335569350400533,0.017844184050571168,-41715.993384632005,0.2,74661.719943375,0.0,-82.412973686,0.30000000000000004,1.5,0.0
82,1,211127.44381880003,Gen Pop Women,Late,0.001679952079234794,0.01264348592457122,-40114.21432557201,0.2,29797.138131880005,-10208.996440940004,-58.346667061000005,0.30000000000000004,1.5,0.0
83,1,131385.37405504,Gen Pop Women,Adv,0.003267278860957829,0.007868087149224996,-31532.489773209603,0.5,21112.744381880006,-5117.6231286580005,-36.280689186800004,0.30000000000000004,1.5,0.0
84,1,123221.96183658001,Gen Pop Women,AIDS,0.0030636456410365756,0.007379216609167898,-32653.819886693705,0.0,32846.34351376,-5053.2582450085,-34.09099563435,0.30000000000000004,1.5,0.0
85,1,0.0,Gen Pop Women,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
86,1,0.0,Gen Pop Women,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
87,1,0.0,Gen Pop Women,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
88,1,13895.030000000002,Gen Pop Women,Late Tx,5.526526442246856e-06,0.0008321117001599918,-972.6521000000002,0.1,0.0,10208.996440940004,-3.85060906,0.30000000000000004,1.5,0.0
89,1,58065.82296376001,Gen Pop Women,Adv Tx,7.218675292659178e-05,0.0034773045230966347,-4645.265837100801,0.1,694.7515000000002,5117.6231286580005,-16.059027740599998,0.30000000000000004,1.5,0.0
90,1,44313.593872820005,Gen Pop Women,AIDS Tx,5.508993642720501e-05,0.002653744535831275,-4209.791417917901,0.0,2903.2911481880005,5053.2582450085,-12.25605430375,0.30000000000000004,1.5,0.0
91,1,22501.157298224003,SW Women,Uninfected,0.0,0.3484225591041062,-900.0462919289602,0,0.0,0.0,4569.648670584553,0.66,120.0,0.0
92,1,7686.967246776001,SW Women,Acute,0.14462573653294236,0.1190300020738283,-307.47868987104005,2.0,6797.0582183383785,0.0,10.8473774691569,0.66,120.0,0.0
93,1,8717.457225,SW Women,Early,0.051191677108088314,0.13498677934467027,-784.57115025,0.5,7686.967246776001,0.0,67.80042086955001,0.66,120.0,0.0
94,1,8681.54778,SW Women,Med,0.057457326051056995,0.13443073413521361,-1215.4166892000003,0.2,2179.36430625,0.0,67.68754494564,0.66,120.0,0.0
95,1,6170.39778,SW Women,Late,0.07238213087827775,0.09554645375362919,-1172.3755782,0.2,868.1547780000001,-298.47528900000003,47.91223869564,0.66,120.0,0.0
96,1,3851.501424,SW Women,Adv,0.14077362135883253,0.05963915387805889,-924.3603417600001,0.5,617.0397780000001,-150.27223830000003,29.786858656512003,0.66,120.0,0.0
97,1,3585.972423,SW Women,AIDS,0.13199945776695315,0.05552753007051016,-950.2826920950001,0.0,962.875356,-147.01904347500002,28.001657493474,0.66,120.0,0.0
98,1,0.0,SW Women,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0.0
99,1,0.0,SW Women,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0.0
100,1,0.0,SW Women,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0.0
101,1,401.78400000000005,SW Women,Late Tx,0.00023811381236658898,0.006221484861053505,-28.124880000000005,0.1,0.0,298.47528900000003,3.1640490000000003,0.66,120.0,0.0
102,1,1692.1133160000002,SW Women,Adv Tx,0.003110222046502155,0.026201783492326835,-135.36906528000003,0.1,20.089200000000005,150.27223830000003,13.189463599127999,0.66,120.0,0.0
103,1,1291.183107,SW Women,AIDS Tx,0.0023735923463771235,0.01999351928660307,-122.662395165,0.0,84.60566580000001,147.01904347500002,10.066120394346001,0.66,120.0,0.0
104,1,833711.2873512447,MSM,Uninfected,0.0,0.9578497114871474,6101.107961927708,0,0.0,0.0,0.0,0.49,3.0,0.0
105,1,7914.503398755283,MSM,Acute,0.0036597352213080555,0.009092961690787257,-316.58013595021134,2.0,7833.210497408905,0.0,0.0,0.49,3.0,0.0
106,1,7290.7575,MSM,Early,0.0016856548458215452,0.008376340915432047,-656.1681749999999,0.5,7914.503398755283,0.0,0.0,0.49,3.0,0.0
107,1,7273.802250000001,MSM,Med,0.0018919515580572638,0.00835686105283802,-1018.3323150000002,0.2,1822.689375,0.0,0.0,0.49,3.0,0.0
108,1,5154.396000000001,MSM,Late,0.0023834375494406965,0.005921878228584518,-979.3352400000001,0.2,727.3802250000001,-249.24217500000003,0.0,0.49,3.0,0.0
109,1,3207.9333,MSM,Adv,0.004635550826009249,0.003685590002790101,-769.9039920000001,0.5,515.4396,-124.9601925,0.0,0.49,3.0,0.0
110,1,3007.86135,MSM,AIDS,0.004346441419313113,0.0034557276241805705,-797.08325775,0.0,801.983325,-123.34944375,0.0,0.49,3.0,0.0
111,1,0.0,MSM,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.49,3.0,0.0
112,1,0.0,MSM,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.49,3.0,0.0
113,1,0.0,MSM,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.49,3.0,0.0
114,1,339.105,MSM,Late Tx,7.840255096844404e-06,0.00038959725188056034,-23.737350000000003,0.1,0.0,249.24217500000003,0.0,0.49,3.0,0.0
115,1,1417.4589,MSM,Adv Tx,0.00010241333220253002,0.0016285165128607424,-113.39671200000001,0.1,16.955250000000003,124.9601925,0.0,0.49,3.0,0.0
116,1,1081.74495,MSM,AIDS Tx,7.815754299666764e-05,0.0012428152334989875,-102.76577025,0.0,70.872945,123.34944375,0.0,0.49,3.0,0.0
117,1,39873.75032176,IDU,Uninfected,0.0,0.5771449845956573,3919.5044936508,0,0.0,0.0,1572.0779378872678,0.19999999999999996,4.5,0.0
118,1,6452.346674740002,IDU,Acute,0.07136739339340178,0.09339325977989137,-387.14080048440013,2.0,6480.775486757246,0.0,20.150531860182525,0.19999999999999996,4.5,0.0
119,1,5763.612732500001,IDU,Early,0.05389877940397731,0.08342431185608176,-633.9974005750001,0.5,6452.346674740002,0.0,25.47067254225,0.19999999999999996,4.5,0.0
120,1,5771.344186000001,IDU,Med,0.05520407516441986,0.08353621930334099,-923.4150697600002,0.2,1440.9031831250002,0.0,25.4093425588,0.19999999999999996,4.5,0.0
121,1,4064.7941860000005,IDU,Late,0.044959420248008274,0.0588350872173475,-853.6067790600001,0.2,577.1344186000001,-196.41350930000004,18.008159433800003,0.19999999999999996,4.5,0.0
122,1,2514.6057488000006,IDU,Adv,0.046078830782314686,0.036397180712728815,-653.7974946880001,0.5,406.4794186000001,-97.62444851000004,11.20921643704,0.19999999999999996,4.5,0.0
123,1,2391.9983651000002,IDU,AIDS,0.043832114815459566,0.034622523550915926,-681.7195340535002,0.0,628.6514372000001,-98.14509805750001,10.50672781683,0.19999999999999996,4.5,0.0
124,1,0.0,IDU,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.19999999999999996,4.5,0.0
125,1,0.0,IDU,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.19999999999999996,4.5,0.0
126,1,0.0,IDU,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.19999999999999996,4.5,0.0
127,1,273.04800000000006,IDU,Late Tx,0.0010900431741397909,0.003952181133758958,-24.574320000000004,0.1,0.0,196.41350930000004,1.1841893000000001,0.19999999999999996,4.5,0.0
128,1,1124.2335572000002,IDU,Adv Tx,0.004896396434328774,0.016272503935954714,-112.42335572000002,0.1,13.652400000000004,97.62444851000004,4.95160768876,0.19999999999999996,4.5,0.0
129,1,858.1928079000002,IDU,AIDS Tx,0.0037377039474197245,0.012421747914322778,-98.69217290850003,0.0,56.21167786000001,98.14509805750001,3.7788361780700006,0.19999999999999996,4.5,0.0
130,2,15991606.91125019,Gen Pop Men,Uninfected,0.0,0.9215075563304136,148668.07349763694,0,0.0,0.0,-794.9141986905247,0.30000000000000004,1.5,0.0
131,2,279528.3904381468,Gen Pop Men,Acute,0.004033927482890585,0.016107669818748234,-11181.135617525872,2.0,256635.33966465015,0.0,-13.242765295731376,0.30000000000000004,1.5,0.0
132,2,472658.8708214852,Gen Pop Men,Early,0.004611324259021298,0.027236707570780852,-42539.29837393366,0.5,279528.3904381468,0.0,-22.41296000154439,0.30000000000000004,1.5,0.0
133,2,229926.09023898357,Gen Pop Men,Med,0.004022814557565507,0.01324936454032484,-32189.652633457703,0.2,118164.7177053713,0.0,-10.807851645150322,0.30000000000000004,1.5,0.0
134,2,129422.45810448355,Gen Pop Men,Late,0.004034184193710122,0.00745789799386797,-24590.267039851875,0.2,22992.60902389836,-6042.853824186178,-6.086710458375322,0.30000000000000004,1.5,0.0
135,2,63384.44823148285,Gen Pop Men,Adv,0.0061914976941941785,0.0036524939815806823,-15212.267575555885,0.5,12942.245810448356,-2093.9240826684045,-2.982955891161458,0.30000000000000004,1.5,0.0
136,2,90377.90216896524,Gen Pop Men,AIDS,0.008788586908813675,0.005207976924157735,-23950.14407477579,0.0,15846.112057870712,-3601.470726186869,-4.248740080687563,0.30000000000000004,1.5,0.0
137,2,0.0,Gen Pop Men,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
138,2,0.0,Gen Pop Men,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
139,2,0.0,Gen Pop Men,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
140,2,17130.763241520002,Gen Pop Men,Late Tx,2.6559633222050987e-05,0.0009871508135722332,-1199.1534269064002,0.1,0.0,6042.853824186178,-0.8046478846440002,0.30000000000000004,1.5,0.0
141,2,43011.93315622952,Gen Pop Men,Adv Tx,0.00020911150492229462,0.0024785390008530113,-3440.9546524983616,0.1,856.5381620760002,2093.9240826684045,-2.021977420233225,0.30000000000000004,1.5,0.0
142,2,36696.97529045573,Gen Pop Men,AIDS Tx,0.0001782478930807982,0.002114643025700894,-3486.2126525932945,0.0,2150.5966578114762,3601.470726186869,-1.7247324148723382,0.30000000000000004,1.5,0.0
143,2,15478430.2290945,Gen Pop Women,Uninfected,0.0,0.9280576050370611,169195.14078386466,0,0.0,0.0,-5367.849789818725,0.30000000000000004,1.5,0.0
144,2,104082.2242115526,Gen Pop Women,Acute,0.0029156340509626463,0.006240574677084342,-4163.288968462104,2.0,102394.83526400977,0.0,-19.99429765265818,0.30000000000000004,1.5,0.0
145,2,297240.3660810235,Gen Pop Women,Early,0.0024650368550428554,0.017821974075056563,-26751.63294729211,0.5,104082.2242115526,0.0,-69.95840865311186,0.30000000000000004,1.5,0.0
146,2,301037.55677197705,Gen Pop Women,Med,0.0013490577244840735,0.018049646497024223,-42145.25794807679,0.2,74310.09152025587,0.0,-83.07846124350314,0.30000000000000004,1.5,0.0
147,2,169430.28013522702,Gen Pop Women,Late,0.0013499838497771398,0.010158721373921643,-32191.753225693134,0.2,30103.755677197707,-7910.694700964352,-46.70805955687813,0.30000000000000004,1.5,0.0
148,2,82965.38133210561,Gen Pop Women,Adv,0.002066096416078668,0.004974448439566652,-19911.691519705346,0.5,16943.028013522704,-2740.429527120565,-22.839266524642508,0.30000000000000004,1.5,0.0
149,2,118327.13622300346,Gen Pop Women,AIDS,0.002945993988602411,0.0070946728465783775,-31356.69109909592,0.0,20741.345333026402,-4715.154416305302,-32.64808966880234,0.30000000000000004,1.5,0.0
150,2,0.0,Gen Pop Women,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
151,2,0.0,Gen Pop Women,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
152,2,0.0,Gen Pop Women,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.30000000000000004,1.5,0.0
153,2,22432.772231880004,Gen Pop Women,Late Tx,8.93444669873776e-06,0.0013450268899185631,-1570.2940562316005,0.1,0.0,7910.694700964352,-6.2004745668000005,0.30000000000000004,1.5,0.0
154,2,56313.58157938861,Gen Pop Women,Adv Tx,7.010170899573457e-05,0.0033764565836521486,-4505.086526351089,0.1,1121.6386115940002,2740.429527120565,-15.538375026343628,0.30000000000000004,1.5,0.0
155,2,48048.095793794855,Gen Pop Women,AIDS Tx,5.980951330996013e-05,0.0028808735801362445,-4564.569100410511,0.0,2815.6790789694305,4715.154416305302,-13.263775586654722,0.30000000000000004,1.5,0.0
156,2,19373.701458541218,SW Women,Uninfected,0.0,0.30806920301256663,-774.9480583416488,0,0.0,0.0,4595.094815081997,0.66,120.0,0.0
157,2,6500.426905936495,SW Women,Acute,0.12556250777110622,0.10336596444611926,-260.01707623745983,2.0,5519.298620645603,0.0,14.97359999862454,0.66,120.0,0.0
158,2,13508.289436145551,SW Women,Early,0.10615779142787546,0.21480087166418949,-1215.7460492530995,0.5,6500.426905936495,0.0,55.40138623394315,0.66,120.0,0.0
159,2,8845.028163995641,SW Women,Med,0.05809581363641635,0.1406484343189119,-1238.3039429593898,0.2,3377.0723590363878,0.0,68.198696621604,0.66,120.0,0.0
160,2,4998.57415149564,SW Women,Late,0.0581358064417996,0.07948438548750242,-949.7290887841716,0.2,884.5028163995642,-233.548476124782,38.332648661829,0.66,120.0,0.0
161,2,2460.820124596512,SW Women,Adv,0.08897475339130542,0.03913051391671518,-590.5968299031629,0.5,499.857415149564,-81.64876905934739,18.7375640881404,0.66,120.0,0.0
162,2,3479.547700923474,SW Women,AIDS,0.12686631787248243,0.05532972051631981,-922.0801407447207,0.0,615.205031149128,-138.72209650856504,26.799271614592346,0.66,120.0,0.0
163,2,0.0,SW Women,Acute Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0.0
164,2,0.0,SW Women,Early Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0.0
165,2,0.0,SW Women,Med Tx,0.0,0.0,0.0,0.1,0.0,-0.0,0.0,0.66,120.0,0.0
166,2,655.2092580000001,SW Women,Late Tx,0.00038475190109791397,0.010418752160007417,-45.86464806000001,0.1,0.0,233.548476124782,5.091808524564001,0.66,120.0,0.0
167,2,1655.6894868191282,SW Women,Adv Tx,0.0030188605030389702,0.026327800174487707,-132.45515894553026,0.1,32.76046290000001,81.64876905934739,12.75485075676876,0.66,120.0,0.0
168,2,1410.211541504346,SW Women,AIDS Tx,0.002575635205303691,0.02242435430318018,-133.97009644291288,0.0,82.78447434095642,138.72209650856504,10.88889988437759,0.66,120.0,0.0
